Theme;Is Under The Theme;Word;Translation;Image;Definition;Conjugation;Declensions;Examples;Pronunciation;OLD
InekeSmeets;Intransitive;txür-;"to become as tall as;";;;;;;/??ü?/;trür-
InekeSmeets;Intransitive;txürküle-;"to be the same height, to be together; epuke trürkülerpuaymün 'youp must go together by twos';";;;;;;/??ü?külë/;trürküle-
InekeSmeets;Transitive;txürüm-;to make equal/even.;;;;;;/??ü?üm/;trürüm-
InekeSmeets;Noun;ufisha;"sheep; ufisa (RR); Sp. oveja.";;;;;;/?f???/;ufisha
InekeSmeets;Intransitive;uma-;"to stay the night; also umañ-; iñche uman trafiya Arturomew 'I spent the night at Arturo's'; umañpakelay ta witran 'visitors don't stay here';";;;;;;/?m?/;uma-
InekeSmeets;Intransitive;umañ-;see uma-.;;;;;;/?m??/;umañ-
InekeSmeets;Noun;umaw;"sleep; akuy tañi umaw 'I got sleepy';";;;;;;/?m?w/;umaw
InekeSmeets;Intransitive;akuumaw-;"to get sleepy;";;;;;;/?k??m?w/;akuumaw-
InekeSmeets;Intransitive;küpa umaw-;"to feel sleepy;";;;;;;/kü’p? ?m?w/;küpa umaw-
InekeSmeets;Intransitive;lefumawpa-;not be able to sleep any more.;;;;;;/lëf?m?wp?/;lefumawpa-
InekeSmeets;Intransitive;umaw-;"to sleep; umaw- ~ umag- (MM). In the speech of LQ, umaw- is infrequent. It is found in the following cases:";;;;;;/?m?w/;umaw-
InekeSmeets;Intransitive;umawfaluw-;"to pretend to sleep;";;;;;;/?m?wf?l?w/;umawfaluw-
InekeSmeets;Intransitive;umawküle-;"to be asleep;";;;;;;/?m?wkülë/;umawküle-
InekeSmeets;Intransitive;umawtu-;"to go to sleep, to fall asleep, to sleep; is more frequent than umaw-; küpa umawtun 'I want to go to sleep'; iñche trafiya küme umawtun 'I slept well last night';";;;;;;/?m?wt?/;umawtu-
InekeSmeets;Intransitive;umawtufaluw-;"to pretend to sleep;";;;;;;/?m?wt?f?l?w/;umawtufaluw-
InekeSmeets;Transitive;umawtul-;"to put to sleep, to put to bed;";;;;;;/?m?wt?l/;umawtul-
InekeSmeets;Intransitive;umawtule-;"to be sleeping/asleep;";;;;;;/?m?wt?lë/;umawtule-
InekeSmeets;Noun;umawtuwe;place where one sleeps.;;;;;;/?m?wt?wë/;umawtuwe
InekeSmeets;Intransitive;umawtu-;see uma-.;;;;;;/?m?wt?/;umawtu-
InekeSmeets;*;umer-;;;;;;;/?më?/;umer-
InekeSmeets;Intransitive;umerküle-;"to have one's eyes closed; kiñe nge umerküley 'one eye is closed'.";;;;;;/?më?külë/;umerküle-
InekeSmeets;Intransitive;umül-;"to roll (JM);";;;;;;/?mül/;umül-
InekeSmeets;Transitive;umülamul-;"to make something roll;";;;;;;/?mül?m?l/;umülamul-
InekeSmeets;Intransitive;umülumülge-;to be rolling.;;;;;;/?mül?mül?ë/;umülumülnge-
InekeSmeets;Transitive;unu-;"to feel disgust with/at, to loath (JM); cf. ünu-; unufiñ 'I felt disgusted with him'; unufalün 'I must throw up, I feel like throwing up'.";;;;;;/?n?/;unu-
InekeSmeets;Aux;upa;"wishing (JM); cf. küpa.";;;;;;/?p?/;upa
InekeSmeets;Transitive;upe-;"to forget; upenien 'I have forgotten'.";;;;;;/?pë/;upe-
InekeSmeets;Transitive;utu-;"to approach, to come near to; utungey tati ngenñawe 'the father of the girl was approached'.";;;;;;/?t?/;utu-
InekeSmeets;Intransitive;utxu-;"to pour; witru- (JM); utruy ko 'water poured out';";;;;;;/????/;utru-
InekeSmeets;Transitive;utxuko-;"to pour water; utrukoñmaen ñi peshkiñ 'yous are going to water my flowers';";;;;;;/????kö/;utruko-
InekeSmeets;Transitive;utxul-;to pour out, to throw out.;;;;;;/????l/;utrul-
InekeSmeets;Transitive;utxunentu-;"to pour out, to spill; fey utrunentuy ñi pulku 'he spilled his wine';";;;;;;/????nënt?/;utrunentu-
InekeSmeets;Transitive;utxuntuku-;"to pour in; utrunutukuan ko tasamew 'I will pour water in the cup'.";;;;;;/????nt?k?/;utruntuku-
InekeSmeets;Transitive;utxuf-;"to throw;";;;;;;/????f/;utruf-
InekeSmeets;Transitive;utxuftu-;to throw at.;;;;;;/????ft?/;utruftu-
InekeSmeets;Noun;uwa;"maize, corn; wa (JM).";;;;;;/?w?/;uwa
InekeSmeets;Transitive;üze-;"to hate;";;;;;;/ü?ë/;üde-
InekeSmeets;Transitive;üzenie;to have a grudge against.;;;;;;/ü?ën?ë/;üdenie
InekeSmeets;Intransitive;üfi-;"to become tight, to tighten; üfifiñ 'I tightened it';";;;;;;/üf?/;üfi-
InekeSmeets;Intransitive;üfile-;"to be tight;";;;;;;/üf?lë/;üfile-
InekeSmeets;Adjective;üfin;"tight; üfin weshakelu 'tight things/clothes'.";;;;;;/üf?n/;üfin
InekeSmeets;Noun;ükülla;"shawl; a large black shawl for women, fastened with a silver broche.";;;;;;/ükü??/;ükülla
InekeSmeets;Intransitive;üküm-;"to fall silent;";;;;;;/üküm/;üküm-
InekeSmeets;Intransitive;ükümküle-;to be silent.;;;;;;/ükümkülë/;ükümküle-
InekeSmeets;Noun;ül;"singing, song;";;;;;;/ül/;ül
InekeSmeets;Intransitive;ül-;to sing. More frequent is ül-kantu-;;;;;;/ül/;ül-
InekeSmeets;Intransitive;ülkantu-;"to sing; iñche petu ülkantun 'I am singing';";;;;;;/ülk?nt?/;ülkantu-
InekeSmeets;Intransitive;ülkantule-;to be singing.;;;;;;/ülk?nt?lë/;ülkantule-
InekeSmeets;Noun;ülcha;"(teenage) girl (unmarried girl/young woman); üllcha (JM); petu ülchadomo '[I am] still a girl'.";;;;;;/ül’t?h?/;ülcha
InekeSmeets;Noun;ülen;glowing piece of wood.;;;;;;/ülën/;ülen
InekeSmeets;Intransitive;ülkantu-;"to sing; see ül.";;;;;;/ülk?nt?/;ülkantu-
InekeSmeets;Adjective;ülmen;"rich, rich person, noble person, leader (in olden times); ñall anta, mi ülmenngenmew llükayaeyu 'yous expect me to be afraid of you just because yous are a cacique'; küdawelmekefwiyiñ ti ülmen 'wep went to work for that rich man';";;;;;;/ülmën/;ülmen
InekeSmeets;Intransitive;ülmenküle-;to be rich.;;;;;;/ülmënkülë/;ülmenküle-
InekeSmeets;Transitive;ültxe-;"to push; also rütre-.";;;;;;/ül??ë/;ültre-
InekeSmeets;Noun;ülwen;dew.;;;;;;/ülwën/;ülwen
InekeSmeets;Noun;üllcha;"teenage girl (unmarried girl/young woman) (JM); see ülcha.";;;;;;/ü?’t?h?/;üllcha
InekeSmeets;Adjective;üllesh;sweet (fruit) (not RR).;;;;;;/ü?ë?/;üllesh
InekeSmeets;Intransitive;üllüf-;"to get an accident;";;;;;;/ü?üf/;üllüf-
InekeSmeets;Intransitive;üllüfel-;to cause an accident.;;;;;;/ü?üfël/;üllüfel-
InekeSmeets;Noun;ümi;eyelash.;;;;;;/üm?/;ümi
InekeSmeets;Intransitive;üna-;"to tickle; ünaenew 'he tickled me'; petu ünawün 'I am scratching myself';";;;;;;/ün?/;üna-
InekeSmeets;Intransitive;ünale-;"to be tickling;";;;;;;/ün?lë/;ünale-
InekeSmeets;Transitive;ünatu-;"to bite, to sting; petu ünatuenew nerüm 'a flea has stung me'; fey tüfachi achawall ünatufiy tüyechi achawall 'this chicken has bitten that chicken'.";;;;;;/ün?t?/;ünatu-
InekeSmeets;Transitive;ünaünaye-;"to tickle (all the time);";;;;;;/ün?ün?jë/;ünaünaye-
InekeSmeets;Transitive;ünif-;"to stretch out, to spread out; üñif- (MM); ünifkünuafin ti makuñ 'I will spread out the coat for him';";;;;;;/ün?f/;ünif-
InekeSmeets;Intransitive;ünifkünuw-;to lie down all stretched out.;;;;;;/ün?fkün?w/;ünifkünuw-
InekeSmeets;Transitive;ünu-;"to feel disgust at/with, to loath; unu- (JM);";;;;;;/ün?/;ünu-
InekeSmeets;Intransitive;ünule-;"to be disgusted;";;;;;;/ün?lë/;ünule-
InekeSmeets;Noun;ünun;"something disgusting, a repulsive person, bastard, son-of-a-bitch (rude); also weda ünun; matuke amunge, wedaünun pichi wentru, kulliñmew! 'go immediately, stupid boy, go to the cattle!.";;;;;;/ün?n/;ünun
InekeSmeets;Noun;weza ünun;see ünun.;;;;;;/wë?? ün?n/;weda ünun
InekeSmeets;Intransitive;ügapu-;"to yawn; üngaf- (JM);";;;;;;/ü??p?/;üngapu-
InekeSmeets;Intransitive;ügapule-;"to be yawning;";;;;;;/ü??p?lë/;üngapule-
InekeSmeets;Intransitive;ügapuügapuge-;to be yawning all the time.;;;;;;/ü??p?ü??p??ë/;üngapuüngapunge-
InekeSmeets;Noun;ügko;stake, post, wooden pole (RR).;;;;;;/ü?kö/;üngko
InekeSmeets;Transitive;ügüm-;"to wait for; üngümngey ñi pu fotüm 'they waited for his sons';";;;;;;/ü?üm/;üngüm-
InekeSmeets;Intransitive;ügümküle-;to be waiting.;;;;;;/ü?ümkülë/;üngümküle-
InekeSmeets;Noun;üñam;"lover, mistress; üñamyewküleyngu 'theyd are lovers'.";;;;;;/ü??m/;üñam
InekeSmeets;Noun;üñi;myrtle-berry.;;;;;;/ü’??/;üñi
InekeSmeets;Transitive;üñiftu-;to glean.;;;;;;/ü??ft?/;üñiftu-
InekeSmeets;Intransitive;üñü-;"to become hungry;";;;;;;/ü?ü/;üñü-
InekeSmeets;Adjective;üñün;hungry.;;;;;;/ü?ün/;üñün
InekeSmeets;Noun;üñüm;"bird;";;;;;;/ü?üm/;üñüm
InekeSmeets;Noun;kalkuüñüm;witch-bird.;;;;;;/k?lk?ü?üm/;kalkuüñüm
InekeSmeets;Transitive;ür-;"to mate; üreyew ti alka 'the cock covered her'.";;;;;;/ü?/;ür-
InekeSmeets;Intransitive;üre-;"to become wet;";;;;;;/ü?ë/;üre-
InekeSmeets;Intransitive;ürele-;"to be wet;";;;;;;/ü?ëlë/;ürele-
InekeSmeets;Transitive;ürem-;"to make wet, to soak;";;;;;;/ü?ëm/;ürem-
InekeSmeets;Adjective;üren;"wet; üren weskakelu 'wet clothes'.";;;;;;/ü?ën/;üren
InekeSmeets;Intransitive;ürfi-;"to drown;";;;;;;/ü?f?/;ürfi-
InekeSmeets;Intransitive;ürfile-;to be drowning.;;;;;;/ü?f?lë/;ürfile-
InekeSmeets;Intransitive;ürkü-;"to become tired; ürkiy tañi namun 'my legs got tired';";;;;;;/ü?kü/;ürkü-
InekeSmeets;Transitive;ürkül-;"to tire;";;;;;;/ü?kül/;ürkül-
InekeSmeets;Intransitive;ürküle-;"to be tired;";;;;;;/ü?külë/;ürküle-
InekeSmeets;Adjective;ürkün;tired.;;;;;;/ü?kün/;ürkün
InekeSmeets;Intransitive;ürkütu-;"to rest, to relax;";;;;;;/ü?küt?/;ürkütu-
InekeSmeets;Intransitive;ürkütule-;"to be resting/relaxing;";;;;;;/ü?küt?lë/;ürkütule-
InekeSmeets;Intransitive;üta-;"to graze; ütay ti ufisa 'the sheep grazed'; ütafiy ti kachu 'he ate the grass';";;;;;;/üt?/;üta-
InekeSmeets;Intransitive;ütale-;to be grazing.;;;;;;/üt?lë/;ütale-
InekeSmeets;Noun;ütxen;nit (egg of a louse).;;;;;;/ü??ën/;ütren
InekeSmeets;Transitive;ütxüf-;"to throw; ütrüfün kiñe kura 'I threw a stone';";;;;;;/ü??üf/;ütrüf-
InekeSmeets;Transitive;ütxüfentu-;"to throw out;";;;;;;/ü??üfënt?/;ütrüfentu-
InekeSmeets;Transitive;ütxüfentu- ñi kuwü;"to beat by a nose length;";;;;;;/ü??üfënt? ?? k?wü/;ütrüfentu- ñi kuwü
InekeSmeets;Intransitive;ütxüfkon-;"to fall in;";;;;;;/ü??üfkön/;ütrüfkon-
InekeSmeets;Transitive;ütxüfkünu-;"to throw;";;;;;;/ü??üfkün?/;ütrüfkünu-
InekeSmeets;Intransitive;ütxüfnaq-;"to fall down;";;;;;;/ü??üfn?q/;ütrüfnag-
InekeSmeets;Transitive;ütxüfnaküm-;"to throw down, to hurl down;";;;;;;/ü??üfn?küm/;ütrüfnaküm-
InekeSmeets;Intransitive;ütxüfnakümuw-;"to throw oneself down;";;;;;;/ü??üfn?küm?w/;ütrüfnakümuw-
InekeSmeets;Transitive;ütxüftu-;"to throw at; ütraftuen kuramew 'yous threw a stone at me';";;;;;;/ü??üft?/;ütrüftu-
InekeSmeets;Transitive;ütxüftuku-;"to throw in;";;;;;;/ü??üft?k?/;ütrüftuku-
InekeSmeets;Intransitive;ütxüftukutuluw-;"to throw oneself in;";;;;;;/ü??üft?k?t?l?w/;ütrüftukutuluw-
InekeSmeets;Transitive;ütxüfül-;to throw away.;;;;;;/ü??üfül/;ütrüfül-
InekeSmeets;Noun;üy;"name; Xoan pingefuy ñi üy 'his name was Juan'; ad üy 'a beautiful name;";;;;;;/üj/;üy
InekeSmeets;Intransitive;üy-;"to catch fire; üyle kütral amuntukuan tetera 'if the fire starts to burn, I will put the kettle on';";;;;;;/üj/;üy-
InekeSmeets;Transitive;üyüm-;to set fire to.;;;;;;/üjüm/;üyüm-
InekeSmeets;Transitive;üyel-;"to name (not JM);";;;;;;/üjël/;üyel-
InekeSmeets;Transitive;üyelka-;"to give a nickname (not JM);";;;;;;/üjëlk?/;üyelka-
InekeSmeets;Transitive;üytu-;to call someone by his name.;;;;;;/üjt?/;üytu-
InekeSmeets;Transitive;üyüm-;"to name;";;;;;;/üjüm/;üyüm-
InekeSmeets;Transitive;üyümel-;"to give a name to;";;;;;;/üjümël/;üyümel-
InekeSmeets;Transitive;üyümka-;"to give a nickname;";;;;;;/üjümk?/;üyümka-
InekeSmeets;Noun;üyümkan;"nickname;";;;;;;/üjümk?n/;üyümkan
InekeSmeets;Transitive;üyümtuku-;"to give one's name to; üyümtukuaymi tami püñeñ 'yous will give your name to yours child';";;;;;;/üjümt?k?/;üyümtuku-
InekeSmeets;Transitive;üyaqtu-;"to pick a quarrel, to look for trouble;";;;;;;/üj?qt?/;üyagtu-
InekeSmeets;Intransitive;üyaqtule;to be looking for trouble.;;;;;;/üj?qt?lë/;üyagtule
InekeSmeets;Determinate;üye;"that over there; see tüye.";;;;;;/ü’jë/;üye
InekeSmeets;Adverb;üyüw;"over there; see tüye.";;;;;;/üjüw/;üyüw
InekeSmeets;Noun;wa;"maize, corn (JM); see uwa.";;;;;;/w?/;wa
InekeSmeets;Noun;wachi;"trap;";;;;;;/w?t?h?/;wachi
InekeSmeets;Transitive;wachi-;to catch with a trap.;;;;;;/w?t?h?/;wachi-
InekeSmeets;Intransitive;wacho-;"to get off the breast; wachoy ti püñeñ 'the child got off the breast';";;;;;;/w?t?hö/;wacho-
InekeSmeets;Transitive;wachol-;"to wean; wacholpüñeñnien 'I have a child that is weaned off'.";;;;;;/w?t?höl/;wachol-
InekeSmeets;Noun;waza;"rattle; a dried gourd with dried seeds inside, used by the machi.";;;;;;/w???/;wada
InekeSmeets;Intransitive;wazkü-;"to boil;";;;;;;/w??kü/;wadkü-
InekeSmeets;Intransitive;wazküle-;"to be boiling; wadkülechi ko 'boiling water';";;;;;;/w??külë/;wadküle-
InekeSmeets;Transitive;wazküm-;"to cause to boil;";;;;;;/w??küm/;wadküm-
InekeSmeets;Adjective;wazkün;boiled.;;;;;;/w??kün/;wadkün
InekeSmeets;Noun;waqllepeñ;"deformed person or animal; wayllepeñ (RR, MM);";;;;;;/w?q?ëpë?/;wagllepeñ
InekeSmeets;Intransitive;waqllepeñküle-;to be a deformed person/animal.;;;;;;/w?q?ëpë?külë/;wagllepeñküle-
InekeSmeets;Noun;waka;"cow; Sp. vaca.";;;;;;/w?k?/;waka
InekeSmeets;Noun;walon;war.;;;;;;/w?lön/;walon
InekeSmeets;Intransitive;walwal-;"to ripple, to gargle; walwaliy ti ko 'the water rippled'; walwalfiñ ti ko 'I gargled [with] the water';";;;;;;/w?lw?l/;walwal-
InekeSmeets;Intransitive;walwalküle-;"to be rippling;";;;;;;/w?lw?lkülë/;walwalküle-
InekeSmeets;Transitive;walwaltu-;"to gargle; also walwal-tu-pel-.";;;;;;/w?lw?lt?/;walwaltu-
InekeSmeets;Transitive;walwaltupel-;see walwal-tu-.;;;;;;/w?lw?lt?pël/;walwaltupel-
InekeSmeets;Noun;walle;"young tree; Nothofagus obliqua (Augusta).";;;;;;/w??ë/;walle
InekeSmeets;Noun;wampo;"canoe, boat; also wampu; kiñe matu amuachi wampu duamün 'I want a fast boat'.";;;;;;/w?mpö/;wampo
InekeSmeets;Noun;wampu;see wampo.;;;;;;/w?mp?/;wampu
InekeSmeets;Noun;wagku;"chair, bench; Sp. banco.";;;;;;/w??k?/;wangku
InekeSmeets;Transitive;wagkutu-;to sit down on a chair.;;;;;;/w??k?t?/;wangkutu-
InekeSmeets;Intransitive;wagkü-;to bark.;;;;;;/w??kü/;wangkü-
InekeSmeets;Noun;waglen;"star; also wangülen.";;;;;;/w??lën/;wanglen
InekeSmeets;Noun;wagülen;see wanglen.;;;;;;/w??ülën/;wangülen
InekeSmeets;Noun;wapi;shallow area.;;;;;;/w?p?/;wapi
InekeSmeets;Adjective;wapo;"brave, good-looking; Sp. guapo.";;;;;;/w?pö/;wapo
InekeSmeets;Noun;waragka;"thousand; Qu. or Aymara waranqa; kechu warangka kayu mari 'five thousand and sixty'.";;;;;;/w????k?/;warangka
InekeSmeets;Noun;wariya;"town, city;";;;;;;/w???j?/;wariya
InekeSmeets;Noun;wariyache;"townsfolk;";;;;;;/w???j?t?hë/;wariyache
InekeSmeets;Intransitive;wariyatu-;to go to town.;;;;;;/w???j?t?/;wariyatu-
InekeSmeets;Intransitive;watxo-;"to break; ngünedoamlafiñ tañi watroafel 'I did not realize that it might break'; watrokay ñi tasa 'he broke his cup in various pieces';";;;;;;/w???ö/;watro-
InekeSmeets;Transitive;watxol-;to break (unintentionally).;;;;;;/w???öl/;watrol-
InekeSmeets;Intransitive;waw-;"to leak; iñche ñi ruka petu wawiy 'my house leaks'; petu wawüy iñche ñi rukamew 'it leaks in my house';";;;;;;/w?w/;waw-
InekeSmeets;Intransitive;wawyu-;"to get a nosebleed;";;;;;;/w?wj?/;wawyu-
InekeSmeets;Intransitive;wawküle-;to be leaking.;;;;;;/w?wkülë/;wawküle-
InekeSmeets;Intransitive;wawlutu-;"to low;";;;;;;/w?wl?t?/;wawlutu-
InekeSmeets;Intransitive;wawlutule-;to be lowing.;;;;;;/w?wl?t?lë/;wawlutule-
InekeSmeets;Intransitive;waychüf-;"to fall over, to turn over, to turn round, to turn (wheel, handle);";;;;;;/w?jt?hüf/;waychüf-
InekeSmeets;Transitive;waychüftuku-;"to put on inside out;";;;;;;/w?jt?hüft?k?/;waychüftuku-
InekeSmeets;Intransitive;waychüfküle-;to be fallen, to be turned over, to be upside down.;;;;;;/w?jt?hüfkülë/;waychüfküle-
InekeSmeets;Noun;wayun;thorn.;;;;;;/w?j?n/;wayun
InekeSmeets;Noun;waywün;South.;;;;;;/w?jwün/;waywün
InekeSmeets;Adjective;we;"young, fresh, new, unripe, just, recently; we akutun 'I just returned';";;;;;;/wë/;we
InekeSmeets;Noun;weche;"young person;";;;;;;/wët?ë/;weche
InekeSmeets;Intransitive;wele-;"to be new/fresh; weletuy 'it is renewed';";;;;;;/wëlë/;wele-
InekeSmeets;Intransitive;wege-;"to be recent; wengey 'it is a little while ago'.";;;;;;/wë?ë/;wenge-
InekeSmeets;Adjective;weñma;"brand-new;";;;;;;/wë?m?/;weñma
InekeSmeets;Adverb;wewüla;"just (now);";;;;;;/wëwü’l?/;wewüla
InekeSmeets;Transitive;wechar-;to tear up, to tear to pieces, to take apart (JM).;;;;;;/wët?h??/;wechar-
InekeSmeets;Noun;wechoz;"hole;";;;;;;/wët?ö?/;wechod
InekeSmeets;Intransitive;wechoz-;"to get a hole;";;;;;;/wët?ö?/;wechod-
InekeSmeets;Intransitive;wechozküle-;"to have a hole;";;;;;;/wët?ö?külë/;wechodküle-
InekeSmeets;Intransitive;wechozge-;to have a hole (always).;;;;;;/wët?ö??ë/;wechodnge-
InekeSmeets;Adverb;wechu;"on top (RR);";;;;;;/wët??/;wechu
InekeSmeets;Transitive;wechuka-;"to go to the top, to climb up; wechukatumekekilnge wangkumew 'stop jumping up and down the chair!';";;;;;;/wët?h?k?/;wechuka-
InekeSmeets;Noun;wechun;top.;;;;;;/wët??n/;wechun
InekeSmeets;Adverb;wechuntu;"on top; wechuntu kordillera 'on top of the mountain';";;;;;;/wët??nt?/;wechuntu
InekeSmeets;Adjective;weza;"bad, badly; see wesha.";;;;;;/wë’??/;weda
InekeSmeets;Intransitive;weza-;"to become full, to become satisfied (hunger);";;;;;;/wë??/;weda-
InekeSmeets;Transitive;wezal-;"to stuff someone with food;";;;;;;/wë??l/;wedal-
InekeSmeets;Transitive;wezalzuam-;"to stuff someone half full with food;";;;;;;/wë??l???m/;wedalduam-
InekeSmeets;Transitive;wezalka-;to cram someone with food (too full).;;;;;;/wë??lk?/;wedalka-
InekeSmeets;Intransitive;wezale-;"to be full/satisfied;";;;;;;/wë??lë/;wedale-
InekeSmeets;Noun;wezkan;"piece, part; cf. wüdka-.";;;;;;/wë?k?n/;wedkan
InekeSmeets;Adjective;wezwez;"crazy, naughty, mad, reckless;";;;;;;/wë?wë?/;wedwed
InekeSmeets;Intransitive;wezwez-;"to become crazy;";;;;;;/wë?wë?/;wedwed-
InekeSmeets;Intransitive;wezwezkaw-;"to play the fool;";;;;;;/wë?wë?k?w/;wedwedkaw-
InekeSmeets;Intransitive;wezwezküle-;"to be crazy, to behave foolishly; müley ñi wedwedküleal tripayal femngechi antümew 'he must be mad to go out in such a weather';";;;;;;/wë?wë?külë/;wedwedküle-
InekeSmeets;Intransitive;wezwezge-;to be crazy (always).;;;;;;/wë?wë??ë/;wedwednge-
InekeSmeets;Intransitive;wef-;"to appear, to come into view; müna ashkiy wefpayem antü 'it is very beautiful when the sun appears';";;;;;;/wëf/;wef-
InekeSmeets;Intransitive;wefküle-;to be visible.;;;;;;/wëfkülë/;wefküle-
InekeSmeets;Noun;weikulo;"car; Sp. vehículo.";;;;;;/wë’?k?lö/;weikulo
InekeSmeets;Noun;weku;uncle. Originally a maternal uncle, weku refers nowadays to father's brother (also malla, malla-chaw), mother's brother, the husband of father's sister or the husband of mother's sister (the latter also malla, malla-chaw).;;;;;;/wëk?/;weku
InekeSmeets;Noun;wekufü;demon. Demons such as añchümalleñ, chonchon and witranalwe are used by witches (kalku) to cause people harm. The word wekufü refers to something diabolic rather than to a specific creature. eymi wekufüleymi 'yous look like a demon'.;;;;;;/wëk?fü/;wekufü
InekeSmeets;Adverb;wekun;"outside;";;;;;;/wëk?n/;wekun
InekeSmeets;Adverb;wekun rukamew;"outside the house;";;;;;;/wëk?n ??k?mëw/;wekun rukamew
InekeSmeets;Intransitive;wekunküle-;to be outside.;;;;;;/wëk?nkülë/;wekunküle-
InekeSmeets;Intransitive;wekür-;"to get worn-out;";;;;;;/wëkü?/;wekür-
InekeSmeets;Intransitive;wekürküle-;to be worn-out.;;;;;;/wëkü?külë/;wekürküle-
InekeSmeets;Adjective;welag;"half-ripe; welang ketran 'wheat that is half-ripe';";;;;;;/wël??/;welang
InekeSmeets;Intransitive;welagküle-;to be half-ripe.;;;;;;/wël??külë/;welangküle-
InekeSmeets;Noun;wele;"left; mangküfinge welemew 'kick him with the left (foot)'.";;;;;;/wëlë/;wele
InekeSmeets;Conj;welu;"but, nevertheless, all the same; lewfümew müley kochü ko, welu lafken kotrü ko niey 'in the rivers there is freshwater, but the sea has got salt water'; kutrankülefuy rume welu kofketuy 'although he was ill, he ate some bread'; dew lay ñi ñuke welu iñche amutuan mütem 'my mother died, but I will go all the same'.";;;;;;/wël?/;welu
InekeSmeets;Adverb;welu;"wrong, instead, by turns;";;;;;;/wël?/;welu
InekeSmeets;Adverb;welu;"by turns; also welu-ke(-n) ~ welu-ke-ntu; weluke(ntu) iyngu 'theyd ate by turns';";;;;;;/wël?/;welu
InekeSmeets;Transitive;welu allkü-;"to hear wrong;";;;;;;/wël? ??kü/;welu allkü-
InekeSmeets;Intransitive;welu kon-;"to enter/to start in the place of someone else;";;;;;;/wël? kön/;welu kon-
InekeSmeets;Intransitive;welu leq-;"to be/fall wide of the mark;";;;;;;/wël? lëq/;welu leg-
InekeSmeets;Transitive;welu nü-;"to grap for wrong, to fail to grap;";;;;;;/wël? nü/;welu nü-
InekeSmeets;Intransitive;welu-;"to get exchanged; ti lifru weluy 'the book was exchanged' (I have this book in exchange for another);";;;;;;/wël?/;welu-
InekeSmeets;Intransitive;weluzuam-;"to become daft, foolish, absent-minded;";;;;;;/wël????m/;weluduam-
InekeSmeets;Intransitive;weluzuamküle-;"to be daft, foolish, absent-minded;";;;;;;/wël????mkülë/;weluduamküle-
InekeSmeets;Adverb;weluke;"see welu;";;;;;;/wël?kë/;weluke
InekeSmeets;Adverb;weluken;"see welu;";;;;;;/wël?kën/;weluken
InekeSmeets;Adverb;welukentu;"see welu;";;;;;;/wël?kënt?/;welukentu
InekeSmeets;Transitive;welukünu-;"to make an exchange, to leave something in the place of something else, to ignore a passer-by;";;;;;;/wël?kün?/;welukünu-
InekeSmeets;Transitive;welulka-;"to make a mistake, to do something wrong, to exchange, to do something with the opposite effect; welulkañmafiñ tañi tasa ta lifrumu 'I exchanged my cup for that book'.";;;;;;/wël?lk?/;welulka-
InekeSmeets;Intransitive;welule-;"to be exchanged, to be wrong, to be inside out;";;;;;;/wël?lë/;welule-
InekeSmeets;Adverb;weluñma;"the other way round, upside down, inside out;";;;;;;/wël??m?/;weluñma
InekeSmeets;Intransitive;weluzuam-;see welu.;;;;;;/wël????m/;weluduam-
InekeSmeets;Transitive;welulka-;see welu.;;;;;;/wël?lk?/;welulka-
InekeSmeets;Adverb;well;"sometimes, unequal, dissimilar;";;;;;;/wë?/;well
InekeSmeets;Intransitive;wellküle-;to be dissimilar/unequal.;;;;;;/wë?külë/;wellküle-
InekeSmeets;Adverb;well ... well;"now... then...; well amuken, well amukelan 'sometimes I go, sometimes I don't go';";;;;;;/wë?/;well ... well
InekeSmeets;Intransitive;welli-;"to become empty; petu wellilay ñi tasa 'my cup is not empty yet';";;;;;;/wë??/;welli-
InekeSmeets;Intransitive;wellile-;"to be empty;";;;;;;/wë??lë/;wellile-
InekeSmeets;Transitive;wellim-;"to make empty, to vacate;";;;;;;/wë??m/;wellim-
InekeSmeets;Adjective;wellin;empty.;;;;;;/wë??n/;wellin
InekeSmeets;Noun;wemul;deer.;;;;;;/wëm?l/;wemul
InekeSmeets;Transitive;wemü-;"to chase away; wemüfiñ ti achawall 'I chased away the chickens'.";;;;;;/wëmü/;wemü-
InekeSmeets;Noun;wenche;"top, on top of (JM); also weñche; cf. wente.";;;;;;/wënt?ë/;wenche
InekeSmeets;Transitive;wencheñma-;see weñcheñma-.;;;;;;/wënt?hë?m?/;wencheñma-
InekeSmeets;Noun;weniy;"friend (RR); cf. wenüy.";;;;;;/wën?j/;weniy
InekeSmeets;Noun;wente;"top, on top of; wenche (JM); wentemu tukufinge ti mamüll 'put it on top of the wood'; wente püle 'to the top, to the East'; feychi wente 'the one on top'; doy wentemu mülelu 'the one at the top, the highest one' (of a pile, for instance); wente mesa müliy 'it is on top of the table';";;;;;;/wëntë/;wente
InekeSmeets;Transitive;wencheñma-;"to put on top of, to discuss the life of (a deceased). When someone has died, his relatives and friends gather around his body and discuss the course of his life while they eat and drink. also weñche-ñma-; wencheñmafiyiñ 'wep discussed his life'; wenche yiñmafiyiñ 'wep ate around him (the deceased)';";;;;;;/wënt?hë?m?/;wencheñma-
InekeSmeets;Intransitive;wenteko-;"to float;";;;;;;/wëntëkö/;wenteko-
InekeSmeets;Intransitive;wentekon-;"to enter (the household) as second wife;";;;;;;/wëntëkön/;wentekon-
