uniqueid,title,slug,chillka,grammar,gram,def,exe,source,audio,wpcontrol,table,wpid
1.02063E+14,azentufe,azentufe,a,sustantivo,s,"fotógrafo, fotógrafa.",Iñche ta azentufegen. ‘Soy fotógrafa.’ [MPZL],,"<audio id=""0102062610230706"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/0102062610230706.mp3""></audio><div><a onclick=""document.getElementById('0102062610230706').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,21040
1.02063E+12,azentun,azentun,a,sustantivo,s,idea.,Kiñe azentun nien. ‘Tengo una idea’. [NCH],,,20220124,,23054
1.0209E+14,azkakafe,azkakafe,a,sustantivo,s,"creativo, creativa.",Azkakafegey ka tagküfegey feytachi küzawfe. ‘Es creativo y obediente este trabajador.’ [MPZL],,"<audio id=""0102090109010706"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/0102090109010706.mp3""></audio><div><a onclick=""document.getElementById('0102090109010706').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,21041
1.0209E+14,azküle -,azküle -,a,verbo,vi,estar bien vestido.,Azküley Kintuwirin. ‘Kintuwirin está bien vestida.’ [MPZL],,"<audio id=""0102090325060027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/0102090325060027.mp3""></audio><div><a onclick=""document.getElementById('0102090325060027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">azküle<strong>pe egün</strong></td></tr></tbody></table",21042
102090826,azkin,azkin,a,adjetivo,adj,visible.,Küme azkingey chi ruka. ‘Se ve bien la casa. La casa es bien visible.’ [MPZL],,"<audio id=""0102090826"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/0102090826.mp3""></audio><div><a onclick=""document.getElementById('0102090826').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,21043
1.02091E+16,azkintu -,azkintu -,a,verbo,vt,"observar, mirar, divisar.","Azkintunieafiyu. ‘Estemos observándolos.’  <br> ¿Chumgechi kimimi tüfachi küzaw chachay? Re azkintun mew, tayu chaw inchiw. ‘¿Cómo aprendió este oficio, señor? Puro mirando, junto con mi papá.’  [MPZL] <br> Fey ñi azkintunofiel rume, wiñoltu zugufi. ‘Sin mirarla, le contestó.’ [MR]",,"<audio id=""010209082610230027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/010209082610230027.mp3""></audio><div><a onclick=""document.getElementById('010209082610230027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintu<strong>pe egün</strong></td></tr></tbody></table",21044
1.02091E+26,azkintupüram -,azkintupüram -,a,verbo,v,mirar hacia arriba.,"Amurkey mawiza mew, azkintupüramürkey kiñe anümka mew. ‘Fue a un monte y miró hacia arriba de un árbol.’ [NCH]",,,20220124,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>ün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>imi</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>ülmi</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>i</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>iyu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>imu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>ülmu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>igu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>iyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>imün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>ülmün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>igün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintupüram<strong>pe egün</strong></td></tr></tbody></table",23125
1.02091E+32,azkintupelikulawe,azkintupelikulawe,a,sustantivo,s,neo. cine »pegelnegümazwe,,,"<audio id=""0102090826102322062508092325012406"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/0102090826102322062508092325012406.mp3""></audio><div><a onclick=""document.getElementById('0102090826102322062508092325012406').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,21045
1.02091E+18,azkintuw -,azkintuw -,a,verbo,v,mirarse.,Ti epu pichikewentxu weluke azkintuwigu. ‘Los dos niños se miraban mutuamente.’ [NCH],,,20220124,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>ün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>imi</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>ülmi</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>i</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>iyu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>imu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>ülmu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>igu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>iyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>imün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>ülmün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>igün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintuw<strong>pe egün</strong></td></tr></tbody></table",23126
1.02091E+22,azkintunaq -,azkintunaq -,a,verbo,v,mirar hacia abajo.,Azkintunaqün mew ‘al mirar hacia abajo.’ [CWM],,,20220124,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>ün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>imi</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>ülmi</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>i</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>iyu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>imu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>ülmu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>igu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>iyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>imün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>ülmün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>igün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunaq<strong>pe egün</strong></td></tr></tbody></table",23124
1.02091E+22,azkintunie -,azkintunie -,a,verbo,v,estar mirando (algo).,Azkintuniewetufi tichi fütxa kasike. ‘Se quedó mirando al cacique.’ [PTN],,,20220124,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkintunie<strong>pe egün</strong></td></tr></tbody></table",23106
1.02092E+14,azkunu -,azkunu -,a,verbo,v,"dejar arreglado, en orden.",,,"<audio id=""0102092326230027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/0102092326230027.mp3""></audio><div><a onclick=""document.getElementById('0102092326230027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">azkunu<strong>pe egün</strong></td></tr></tbody></table",21046
